Aircraft_Type,Check_A_Part_Price,Check_B_Part_Price,Check_C_Part_Price
A320,10.29591137,40.74196463,893.2030173
A320,13.52144464,32.52309538,1402.663408
A320,10.04875876,35.03854531,1788.256694
A320,8.621371238,44.05224549,728.5375095
A320,11.63666303,36.40643022,2308.06283
A320,7.653520579,61.99290152,1853.551951
A320,8.366919186,54.87562803,769.6538199
A320,11.6211453,44.37781991,1739.60809
A320,9.359373972,29.20842456,923.3736732
A320,13.5393312,53.91257519,2270.58192
A320,11.61399429,34.26644735,674.0138493
A320,12.74290526,54.24181158,2279.288308
A320,11.49652889,55.82164391,1158.899842
A320,10.68918557,40.50023384,1576.986232
A320,8.938665395,64.69976436,2457.458183
A320,12.03838656,28.28934845,1693.428257
A320,7.569937576,53.63718372,1049.504985
A320,13.18602686,60.9517029,1263.737115
A320,11.97478371,74.48908796,1273.154957
A320,7.334381908,32.99394101,1400.021991
A320,5.854334776,40.17461301,1670.422621
A320,13.18373043,77.09422043,1960.972922
A320,13.0137434,45.83351851,2248.216418
A320,14.29910462,67.23615826,1479.96372
A320,6.234039393,30.53757836,1074.348681
A320,10.23128394,56.06290663,1353.312064
A320,5.88437413,57.40426861,1993.397251
A320,7.903561674,35.6438803,1242.639271
A320,12.33502998,76.23153237,2154.505503
A320,8.697537525,32.79140256,1547.602212
A320,12.64153853,44.22730073,1151.369808
A320,6.390272623,44.87929502,1610.586791
A320,12.14995405,33.95807122,1040.516093
A320,8.306017162,39.1822704,2117.500617
A320,10.52064174,44.27880575,697.9977595
A320,10.46823827,75.1963621,1930.692218
A320,9.235895114,64.14414502,559.184078
A320,6.023662771,31.96981842,1720.629155
A320,13.8054026,28.76651568,996.2810513
A320,9.922132733,64.24671696,1176.460512
A320,8.774983445,26.63196669,1999.138782
A320,14.53320246,24.40449537,1457.079498
A320,11.10040899,53.22343186,1288.378098
A320,8.76468531,22.12861521,1916.716552
A320,10.08090937,26.99508486,1653.850335
A320,12.58671303,65.75343211,729.6754208
A320,14.26469606,46.71038551,1045.544846
A320,9.834747102,44.96325098,1823.058888
A320,9.069787798,64.80725222,1658.036288
A320,9.929039393,27.97967524,1494.416745
A320,9.464747294,62.42807877,1309.61439
A320,14.14912489,41.31403812,1430.822882
A320,13.02941706,33.8213845,1212.606979
A320,6.762699478,37.04774435,1894.903817
A320,9.319674341,60.42606143,876.6387006
A320,7.564732543,33.81333066,1778.917099
A320,6.088458371,41.50406482,1096.104804
A320,8.612876644,33.33647029,1324.970983
A320,13.82367104,42.61652181,1045.236847
A320,13.01841722,33.09117395,1182.72304
A320,8.533876288,52.59196463,2052.015364
A320,11.22674986,57.10362648,1709.946841
A320,10.02966981,43.07759122,1317.691972
A320,7.42304722,35.74416667,1372.406904
A320,9.030107725,61.21760943,1595.392197
A320,11.9493414,18.95662101,910.8794835
A320,7.214067668,58.06850646,1809.341329
A320,5.770852716,55.94994831,1788.435377
A320,7.242699478,27.3166155,1063.394814
A320,8.922305879,59.28588697,1848.298803
A320,13.65561527,44.84548871,1430.657958
A320,8.896922676,39.90081178,1626.629162
A320,12.99224013,40.12859737,1646.765457
A320,10.43969794,65.54414112,1546.870511
A320,5.860088626,42.27949472,1636.676082
A320,14.11482332,65.49875347,1477.648536
A320,10.81876175,48.56142535,1539.382319
A320,10.59827545,69.10533249,1239.19804
A320,7.538324111,43.77267434,1603.196278
A320,11.84138269,36.14047573,1255.671347
A320,13.65641576,50.57672178,1139.939436
A320,8.159162943,70.59741146,1554.461217
A320,8.971303775,57.71131501,1592.939705
A320,8.542759241,45.60278362,1555.590525
A320,7.268151467,49.23106448,1203.383523
A320,7.162820226,45.10918551,1890.25705
A320,8.061929755,71.05077803,1553.504488
A320,6.937870536,69.37630905,1349.472473
A320,8.231579952,40.31465093,2329.201477
A320,6.956958475,63.3939795,1500.916799
A320,7.857155097,47.70174557,1301.02925
A320,9.397518161,65.17569657,1724.31273
A320,12.93765123,56.87496703,1638.01513
A320,13.3895076,43.58082974,1510.353802
A320,7.322945085,77.8814495,1819.983226
A320,10.35028392,42.02882733,889.9343017
A320,6.845082785,78.19893017,1247.892521
A320,10.26392443,45.26213803,1155.585576
A320,6.441359442,44.36849173,1418.548367
A320,8.091353497,31.50359316,1348.700733
A320,8.48127038,57.61891491,2157.374591
A320,11.56621458,31.06852964,2054.997423
A320,7.413478423,74.48611236,1171.942242
A320,8.764802138,27.12226433,1692.261009
A320,7.456154319,68.49689102,1354.100451
A320,11.15026255,72.18182954,1544.968165
A320,5.612604825,41.16252854,618.0807203
A320,14.86167546,62.05449629,949.1166451
A320,6.219518157,30.90509469,2132.736481
A320,14.01092056,68.39819622,1953.158301
A320,10.62016563,34.79108847,1947.308441
A320,9.213416627,47.41276314,1918.427913
A320,8.58796823,37.59269875,972.4303344
A320,10.97808596,38.25249807,1201.480373
A320,11.33682067,45.19396164,1929.352537
A320,7.551125418,42.41178008,1786.701517
A320,13.21637883,23.21358877,1004.549806
A320,12.00543352,64.09680633,1236.165473
A320,8.511939741,70.41061941,1942.409802
A320,9.781998309,63.93556733,1715.69735
A320,10.62768444,63.56546297,1842.734668
A320,12.93357635,57.61085941,1560.728699
A320,13.88544425,58.68017463,766.4761967
A320,8.978238505,38.93101742,1908.967735
A320,8.701752194,48.24712164,1431.353318
A320,8.525589987,59.02203765,2160.858999
A320,11.24466487,63.06398962,1932.84832
A320,11.11679882,72.40749091,1661.248239
A320,13.24880198,27.61980418,1557.758752
A320,9.458716485,37.23126035,1988.659699
A320,10.61255612,60.11977562,1892.167359
A320,6.572020666,57.54122666,1086.254362
A320,11.08158327,41.27170604,1478.05374
A320,13.54858835,58.50115509,2287.859326
A320,13.56509107,47.29445723,1335.180333
A320,13.43865587,39.50976489,1202.877271
A320,7.891415437,60.00577985,2144.424123
A320,11.98380114,23.90830279,1755.041778
A320,8.678695833,37.91502063,1161.268425
A320,8.432031258,57.60544803,1245.585955
A320,6.265146651,60.57963927,913.1233941
A320,12.82041559,27.68426497,1135.288239
A320,6.837312988,57.29629672,1902.151609
A320,5.842232853,61.41426416,1673.797218
A320,14.3643763,59.29954468,918.6979941
A320,5.93730154,47.74752275,1653.965683
A320,10.3494202,43.9123676,1140.511396
A320,11.53334512,40.40544256,2216.004245
A320,5.321602337,50.01526762,1857.133829
A320,9.378685564,60.23203312,1247.635215
A320,10.5791083,31.82424175,1487.497736
A320,8.843237374,68.96004848,1753.65869
A320,12.86662437,70.15317015,1447.605298
A320,7.945161575,49.55953679,918.614604
A320,11.65615705,62.63000507,1031.882999
A320,7.654504438,60.30525441,1686.008606
A320,10.91312726,68.80517467,1517.716852
A320,13.69047617,69.20938014,1376.185496
A320,12.67967904,55.92681352,1705.346092
A320,12.5217268,60.98236709,980.9830199
A320,8.725716854,37.29185923,1570.741037
A320,13.18658327,23.54611102,949.3063044
A320,10.94699988,44.3733947,1996.349794
A320,12.51684521,21.41434845,2139.134171
A320,6.688456009,61.66036263,1224.195401
A320,11.20567194,44.99851617,1587.975223
A320,5.348429678,45.2683443,802.9237169
A320,7.218461236,50.63837807,1966.873256
A320,9.159954052,52.41696463,1455.801062
A320,8.922202302,40.38901224,1655.537418
A320,6.988397058,81.30205555,1991.871342
A320,10.6445381,43.48790663,1233.165363
A320,14.19840823,33.70721127,1863.389669
A320,9.566103728,34.23128932,1418.955049
A320,8.195709142,51.66465125,840.0073055
A320,13.90050525,74.19005789,512.6263925
A320,14.40937413,75.14280947,1377.293804
A320,14.90973859,68.44571867,2440.465678
A320,10.64269293,41.38516879,1579.170957
A320,12.82270369,40.06504184,1731.373843
A320,10.12388402,72.5672055,1227.34819
A320,7.204453969,65.33599647,1728.663975
A320,10.79915798,39.56968601,2003.706094
A320,10.97199006,46.59547391,1473.58886
A320,9.844967962,48.44923881,1683.997405
A320,7.376537336,48.8071658,1670.925948
A320,11.69299465,18.19508876,2018.197486
A320,13.51913777,72.55022273,1696.02813
A320,5.582663794,46.85279378,1539.031382
A320,9.972109348,42.53820132,1110.847079
A320,14.38719292,57.77531716,1415.442353
A320,9.492934674,51.18685332,940.5493939
A320,13.78025098,63.72021093,946.9162364
A320,10.73675188,45.38846143,1906.669286
A320,13.74156936,68.77869681,817.4686092
A320,8.06267305,53.93371159,1898.612622
A320,12.38681822,44.26570685,1333.764391
A320,13.33752888,51.6335835,2420.21171
A320,11.93103941,54.00340814,808.8687877
A320,13.03530961,43.85587583,1213.443358
A320,9.404701132,26.79876734,2221.435952
A320,12.39429299,46.6472576,1248.798049
A320,7.516490767,44.88255682,577.1048856
A320,14.15741781,49.86322752,2385.363186
A320,7.05865125,55.49609968,1071.887721
A320,7.054067481,78.11103794,1975.857509
A320,9.01694447,31.33314101,637.7881454
A320,9.84905073,52.01074756,1084.935289
A320,10.86537144,49.78683925,1714.425245
A320,6.347132733,43.83817163,1159.649731
A320,11.77342136,59.17060472,1796.065829
A320,7.252961797,64.36547573,1072.27755
A320,5.458430316,75.88023109,1892.730649
A320,8.892694367,59.75891171,1887.47156
A320,11.16868994,36.49001833,971.9970345
A320,5.129034159,37.6722576,1115.763634
A320,8.90719277,64.34300886,1162.118872
A320,7.002685104,61.4975133,1799.668589
A320,12.4728692,73.60384805,2055.654946
A320,12.65994136,45.46599726,1649.883462
A320,9.506303081,39.62290116,1822.173783
A320,9.30678777,36.80877546,999.469851
A320,5.669367969,41.36409229,1898.942939
A320,10.12215473,56.4026447,1389.262651
A320,10.19414702,71.71448495,1622.152156
A320,8.222534295,55.12601065,2206.77668
A320,8.357447752,53.54080672,1662.301913
A320,13.71855897,66.609603,1312.773705
A320,5.848753972,49.46004697,1493.275836
A320,10.66119939,47.05141472,1805.95672
A320,12.59007815,52.94995418,1913.117073
A320,10.2016226,39.37392096,2172.814752
A320,10.67365125,39.9185171,1486.764198
A320,9.426471982,44.45318061,1995.916801
A320,8.819679435,57.79103593,1373.673031
A320,9.680424557,59.41171252,1445.206748
A320,7.021453309,58.46298114,937.0699754
A320,13.34009788,36.26357884,1851.406388
A320,10.47282023,60.19960047,1943.650873
A320,12.18362394,38.57421282,1388.059497
A320,7.473034948,52.609603,1259.92111
A320,12.05855654,35.53875268,1810.483601
A320,11.22396825,39.9367939,1650.473619
A320,5.449554441,49.75372448,591.8472689
A320,6.260366892,71.39065451,1519.030987
A320,11.74604463,48.28705649,2015.037422
A320,10.46232539,60.82118772,625.7944246
A320,10.40566673,25.74376702,1164.866662
A320,14.50332478,38.35253041,668.229234
A320,7.867003221,73.058613,1791.894482
A320,11.06169312,27.66800886,2037.807715
A320,9.293758756,35.45722717,678.8350224
A320,12.76778166,19.21286783,1994.602986
A320,11.92116303,54.99252841,2146.981338
A320,8.08124131,36.02926486,1725.493047
A320,7.798458371,66.4320673,1174.78274
A320,6.597711484,46.39602698,2194.422493
A320,8.331253661,37.34215952,985.1875933
A320,10.10224064,74.56313659,1473.804691
A320,7.655255559,59.50351258,2151.182726
A320,9.949811339,40.20493261,1487.171202
A320,8.440692917,32.80398846,492.2452936
A320,8.764469616,48.68908668,1625.676412
A320,8.443624031,34.02096035,2043.149291
A320,5.415865032,32.92966179,1460.597967
A320,12.94912557,73.14738158,793.5164212
A320,8.363292534,34.01425169,1970.309892
A320,5.310861481,58.06537478,1121.767989
A320,11.759346,41.0466566,2147.217364
A320,14.0530334,79.9435108,1491.968066
A320,13.44525098,74.19530725,2177.288914
A320,10.11097419,71.81030165,1229.208646
A320,11.82468904,31.5706758,1282.71214
A320,8.617810851,38.6433443,1469.270033
A320,10.49849228,31.99495538,2158.42438
A320,10.10744046,45.90424698,1900.977384
A320,6.992342455,64.73152182,2016.981741
A320,7.106145296,63.31921187,1833.672021
A320,6.885947477,61.98336148,1804.869071
A320,13.82643946,39.21754955,2188.842551
A320,5.841919186,70.2156201,1900.182507
A320,8.24891051,31.8216642,1572.627047
A320,10.5885321,65.42476871,1537.825068
A320,5.385490395,46.54378918,1269.007723
A320,6.093226668,51.79409653,1121.624726
A320,7.690166413,47.57529412,1011.814767
A320,6.583463999,71.1373426,3524.624726
A320,8.181341279,18.71120066,711.7354425
A320,8.403934181,51.64349164,2114.808275
A320,9.341378828,79.68677925,1107.538527
A320,5.948841362,30.83709992,1640.074009
A320,11.16622198,41.17908311,783.2580427
A320,9.037309631,78.75185844,1855.288268
A320,9.924756366,78.79698749,962.896221
A320,9.070771794,35.83885208,1698.885367
A320,7.455656798,51.23962229,2339.430288
A320,11.71077962,38.37047391,1685.159088
A320,13.63259135,64.36870758,914.450208
A320,6.702986036,54.30627863,1510.767503
A320,6.913757878,39.26513807,1644.286708
A320,6.259403365,55.27106642,2108.373866
A320,13.55660891,35.8509386,1481.32824
A320,12.99789328,48.89611224,1542.450365
A320,9.644071569,62.39867204,1001.943373
A320,9.224348993,34.95844085,1693.497575
A320,8.621390426,50.05931114,1332.665193
A320,5.423937254,65.82868738,1514.082295
A320,11.41555421,49.41661349,2885.474645
A320,12.42612319,37.61825352,1377.002877
A320,9.145120138,32.56589116,2048.980667
A320,9.367320875,64.31690292,2148.349012
A320,7.932943717,64.27156016,1428.976214
A320,13.0890615,29.97987525,1254.120204
A320,9.295824981,29.89727014,1301.515536
A320,10.34494204,26.83488915,1099.610396
A320,5.865650259,69.64313195,1541.382871
A320,6.904689844,69.20299,1048.18656
A320,8.465950121,44.75251333,1031.307101
A320,9.430029842,57.0225805,2311.040337
A320,8.982736376,48.02336559,1847.025292
A320,9.442665885,42.26735663,1566.244681
A320,10.20092904,73.00305358,3109.487064
A320,6.579600585,30.42311772,923.1877141
A320,8.101415758,60.47508518,2055.24288
A320,12.3207785,57.5869481,1916.440179
A320,7.707253764,46.6038689,1248.137776
A320,11.40978191,70.35536406,1245.102214
A320,7.971848525,38.41689658,1958.369823
A320,6.229689844,69.62060472,2026.428225
A320,6.301805907,27.614209,1213.253786
A320,12.16631299,60.72065568,1952.505265
A320,7.244369389,48.75510772,1512.838863
A320,5.874346229,52.829758,948.8781173
A320,12.78536962,56.98083944,1483.594937
A320,6.016954181,49.49671451,1208.030022
A320,12.00730588,40.78801523,2101.031955
A320,12.77287174,32.95612653,1961.918255
A320,13.16133769,35.96850646,883.6253194
A320,13.78192778,37.16114717,1702.300001
A320,10.77445628,31.71904375,1369.662369
A320,7.116309372,39.07514145,2481.126684
A320,6.136070628,69.03564953,2272.453004
A320,9.963177573,52.03817163,1844.276337
A320,13.98583093,38.93858776,1772.246955
A320,9.504667523,61.36286783,1195.763902
A320,8.844862772,52.63839204,1323.258256
A320,8.198122843,40.93714001,971.5883518
A320,10.274366,56.42969567,987.6664262
A320,5.348555017,72.61916214,2121.120632
A320,5.531172738,57.48345731,1696.501919
A320,5.944367969,48.03789395,1751.656766
A320,6.987684498,36.60317827,864.9539301
A320,7.995914902,57.48380872,1390.058445
A320,9.953289537,49.10023343,1137.439193
A320,12.96669506,59.53859775,1828.412135
A320,13.314543,41.99820033,793.5832858
A320,9.899455219,32.64251938,1149.383516
A320,10.51561527,36.25410963,976.949104
A320,10.21694634,42.52079318,584.8415671
A320,9.919844055,75.68796016,1883.447343
A320,6.774281802,30.60612645,1470.345083
A320,7.551105584,38.50988915,1343.388388
A320,6.515909751,78.77779378,1885.355757
A320,14.57509678,43.50704306,2379.439912
A320,10.5660237,70.91025887,1115.117034
A320,11.65861957,68.73029188,440.5648202
A320,9.349366004,43.0923062,1826.682262
A320,9.136076236,58.03571609,1669.068041
A320,8.255330135,44.92139244,1308.24335
A320,7.790309408,57.13709992,865.7486707
A320,11.36473364,38.06064953,795.4887984
A320,12.62647648,39.42867581,1724.892613
A320,9.13211502,46.98739976,1442.738688
A320,9.564077034,75.54602698,978.1977477
A320,12.18886329,33.32984315,1861.429159
A320,8.062252354,39.72383441,1088.617042
A320,6.583390533,20.85896553,1075.842997
A320,14.82614828,60.14075818,2022.618288
A320,9.786616823,29.51844203,1704.838688
A320,6.40782655,26.24605908,1645.082192
A320,9.676414821,75.66407186,1240.514443
A320,5.373397058,31.96798371,1174.824494
A320,8.950841438,68.55430961,1421.150781
A320,5.384109566,68.50135718,841.4128555
A320,12.61357635,42.27556056,577.7378092
A320,12.82617612,49.53730388,1107.193212
A320,5.520821223,54.65146315,1565.598959
A320,7.251134303,60.92205381,1116.859709
A320,6.444695256,45.54285836,2033.074348
A320,7.706868439,44.49988297,2208.058277
A320,5.554869287,43.27790071,1570.902277
A320,8.478421358,63.3781497,1324.363467
A320,10.65801165,32.84411636,1157.892874
A320,14.4429818,70.31345554,1362.799227
A320,9.70838518,46.93730164,1137.000205
A320,5.508125636,42.21678362,992.3275841
A320,9.348897167,30.61296092,1861.940254
A320,9.528128128,26.29471015,1166.76688
A320,9.316395441,61.82754262,1183.175939
A320,10.74961052,49.36617796,1552.667906
A320,5.77360235,58.35871263,1798.312724
A320,12.13061044,53.08270641,2247.356861
A320,5.356075388,48.28398943,770.8655288
A320,13.99737246,61.47858464,959.0486143
A320,6.603108692,28.90405964,1224.863075
A320,9.775347189,29.71432699,881.0039274
A320,12.79073254,36.11505283,1260.559694
A320,13.17779854,43.71805176,1939.166583
A320,16.63918854,67.76038551,1845.667294
A320,7.587437329,21.84873947,1286.787607
A320,10.55211477,48.83947687,803.8478342
A320,9.022109348,45.7205001,2272.659807
A320,22.12210935,601.1214418,5482.763887
A321,29.49725545,66.39045698,2631.736619
A321,9.765779634,48.81269967,1333.521281
A321,9.014158467,60.92457149,2299.322164
A321,8.143430563,64.32589092,2098.865275
A321,13.65435526,57.02802108,1780.232017
A321,10.39388169,68.1437182,1739.941875
A321,10.6710082,66.30969787,2516.936395
A321,11.00685255,28.36762854,2148.216012
A321,7.656565755,59.19045644,1778.034476
A321,12.36608947,69.39492633,1383.949748
A321,12.57098637,64.14772943,1244.866272
A321,12.71693447,65.3248847,1905.480853
A321,12.83873684,53.41377554,1719.962769
A321,11.32877454,59.7258685,2264.991272
A321,14.83215053,59.20473323,2915.011187
A321,15.53155363,65.24772988,1753.911998
A321,15.33224041,81.98858293,1739.763309
A321,12.93062007,170.7269786,1810.88388
A321,14.72942367,46.68755823,1809.899647
A321,12.33913278,53.09097183,1827.805228
A321,7.894973086,63.25332579,1963.419115
A321,10.22149956,46.32257784,1105.170126
A321,11.0950952,65.21061679,1899.290603
A321,10.05520926,83.2402852,1946.762003
A321,11.94115631,73.94769792,1702.271048
A321,9.560043054,64.22871265,2013.086016
A321,15.32581936,59.66260068,1931.604249
A321,11.48943982,58.52390897,1250.669276
A321,33.50834346,38.93715637,2458.318596
A321,7.852440073,63.54257102,1994.56346
A321,12.3984307,44.87280552,2586.020847
A321,8.730565126,44.88056442,1639.294986
A321,10.24767789,61.64669365,2103.502798
A321,14.0611532,40.11648744,1957.955984
A321,11.12646898,81.10697895,1838.62879
A321,9.736842545,47.89812568,1525.610758
A321,6.557827089,72.09211587,1620.111623
A321,10.91403932,63.86814704,2011.230397
A321,10.22158786,75.59456559,1451.179278
A321,12.49847583,58.67331452,1989.660954
A321,11.91856836,35.10475912,1431.840355
A321,12.45995821,46.77790067,1697.376964
A321,10.60839538,72.74813921,2113.1431
A321,11.09508204,69.1416361,1312.545188
A321,13.12456735,54.51974104,2465.713108
A321,15.46117073,62.62621007,1477.884347
A321,10.06150594,59.29115758,1162.235234
A321,13.90642326,44.17359312,2207.915739
A321,11.45653401,43.79847508,1844.822774
A321,11.0220276,70.77384033,2098.717466
A321,15.87330552,64.89634904,2046.152529
A321,9.33234384,76.2443845,2214.111423
A321,9.532580416,45.42210596,2023.34976
A321,13.08217722,68.82361325,2124.052498
A321,9.01812993,59.88664688,1785.621001
A321,8.617246403,78.51380533,2200.760131
A321,11.38630929,46.86891173,1355.569467
A321,11.70047859,53.41276051,2025.119732
A321,8.193215223,40.54758118,1382.783433
A321,13.42763807,51.91224696,1056.8832
A321,10.25628603,69.94843437,787.3271834
A321,13.28034933,52.80532374,1228.269224
A321,10.34480943,60.359674,1129.841511
A321,13.47822373,42.83505262,2065.192728
A321,13.45115631,68.6441033,1766.81233
A321,8.63828569,49.41557994,1861.311141
A321,15.79350093,74.43975697,1379.147327
A321,11.02714274,52.34697641,2002.257757
A321,14.83018996,60.52570002,1735.337174
A321,8.098134895,66.72778052,1252.458667
A321,14.51104787,60.3925545,2639.391221
A321,15.19136188,73.7189385,2107.349882
A321,13.39273673,55.15409631,1392.896112
A321,14.36520195,66.49346028,2034.789461
A321,14.48361149,69.27728934,2554.388689
A321,15.62020498,74.00160876,1795.944937
A321,13.16149956,67.46348376,854.3835088
A321,16.29697792,63.06820481,1715.398354
A321,8.915263786,44.51274174,1648.729406
A321,9.855933805,61.99034657,2402.954313
A321,13.35292801,59.69114574,2040.573356
A321,13.95607635,47.39591661,1271.59677
A321,14.16424668,78.73103635,2005.254241
A321,13.11192146,75.08659551,1658.488703
A321,105.9783267,55.79021323,1905.539416
A321,14.63550217,72.99791712,2054.763846
A321,11.21085675,69.33431027,2056.170865
A321,13.34885834,66.89251335,2475.396728
A321,11.31158492,58.66708074,2356.776719
A321,10.03175467,73.82138784,2430.735207
A321,13.40395597,69.20308427,1340.506525
A321,8.433491708,58.70408451,1118.468932
A321,12.07025971,61.98529755,1786.704676
A321,11.59929668,46.85779113,2089.994187
A321,11.80577833,70.06751523,1236.64729
A321,10.18244993,52.97535493,2374.381884
A321,6.476237783,67.02312849,1727.60449
A321,5.951265049,76.16756171,1431.082072
A321,7.783055645,44.95182642,1906.276701
A321,10.39110087,77.04401766,1552.500103
A321,10.84980997,71.28017319,2281.919561
A321,10.19054644,56.83776279,1269.343269
A321,9.733899654,76.65550674,1548.342499
A321,12.99813937,73.09714394,2522.484015
A321,8.450779634,71.15180799,2282.771453
A321,9.810350553,60.55487556,1669.054582
A321,12.88451724,54.20933154,1528.948626
A321,9.885918692,47.8913787,2065.691251
A321,9.701501334,48.70486324,2276.50383
A321,9.862650586,57.05020424,1005.536535
A321,11.07180888,58.85490213,2043.541282
A321,14.25022131,52.45746681,1581.949343
A321,13.02983803,70.96458588,2141.132671
A321,8.973586853,83.18380209,1115.5901
A321,11.28057839,71.69485876,2290.097474
A321,8.394184936,67.86504157,1798.147632
A321,12.0126891,70.01991353,1615.200083
A321,14.50411329,63.57437017,869.8292398
A321,11.39394698,75.85694239,2412.614145
A321,12.06725867,54.0973858,1170.794401
A321,10.44509522,50.51668102,1848.581187
A321,9.215349327,78.09690174,1520.822398
A321,13.6102671,65.51141981,1878.339217
A321,8.771384191,71.61729562,2246.219586
A321,11.78747089,62.48399007,2524.034968
A321,10.51635901,72.21154509,1371.533012
A321,10.99788434,50.99008574,1364.25814
A321,12.0924417,47.34665137,1209.374719
A321,12.45597223,38.92161031,2013.245896
A321,9.488040833,62.07031822,2047.873422
A321,10.91859075,49.54239154,2474.804179
A321,12.78013983,58.56165444,2198.87791
A321,13.13005906,74.08863577,1900.322094
A321,14.05513243,40.00326527,1690.455427
A321,9.975733642,48.60158256,1789.693318
A321,11.20980997,60.45982501,2101.668205
A321,10.51717679,60.01542061,2073.332908
A321,14.42310793,70.67161291,1714.87517
A321,10.56110289,75.68836862,2341.270415
A321,7.525437034,59.64325769,2334.482641
A321,10.34061056,58.92781992,2086.295295
A321,9.876779562,69.48431613,2353.158796
A321,12.92089466,73.76017493,1273.319398
A321,13.98167346,41.6830083,2312.440597
A321,11.9222576,50.96154273,1082.925056
A321,11.52700628,62.26616305,1744.530617
A321,13.95221869,51.81341906,2004.222624
A321,15.15872766,54.16440595,2707.093391
A321,11.22171702,57.05741422,1619.704334
A321,15.43011364,73.74339399,1859.374679
A321,12.22933734,58.34163474,1749.978667
A321,13.05562907,74.908797,1588.263205
A321,9.862291755,62.28655302,1234.794526
A321,14.1702671,83.28268495,1370.050845
A321,15.79439846,40.6584318,1143.095801
A321,8.421733767,79.35028643,2705.182901
A321,11.96818482,35.20708321,1909.543175
A321,10.65102817,69.02760498,1400.253308
A321,10.25988401,67.51585752,2237.990909
A321,13.37576764,86.15031278,1024.077457
A321,13.30181967,58.04064279,1402.512621
A321,11.8679111,60.65436761,2117.541331
A321,13.4482619,76.14222705,2038.198207
A321,10.93451497,77.23174035,1919.206428
A321,15.26532953,46.55769211,1407.721869
A321,10.38562907,38.00759186,1778.608512
A321,11.76221391,67.39452593,1385.405124
A321,12.24452199,50.389872,1680.709413
A321,11.32610945,79.16911651,1602.595338
A321,11.20315285,79.84216187,2195.662808
A321,12.29162676,81.08231748,2481.256331
A321,15.41456864,73.16291857,1478.178
A321,8.86778846,53.03139791,2271.606182
A321,8.983348444,68.57070082,2002.151746
A321,9.317006772,48.07291011,1317.706229
A321,14.34850328,61.66003027,2167.400658
A321,9.092178498,55.6198847,1717.599895
A321,10.83239456,40.08568045,1635.33232
A321,15.08665136,74.62362151,1545.52087
A321,10.75138174,51.23339456,1730.182816
A321,14.03648109,58.6571191,2042.21083
A321,13.55932523,59.41488395,1640.566499
A321,9.047801269,77.88257519,1733.780043
A321,12.72429409,45.8978674,1591.734337
A321,7.998087333,44.38012129,2021.630611
A321,8.877781449,76.94243102,1717.935501
A321,13.12020525,61.11277321,1631.414302
A321,10.47866648,40.27258145,1116.657659
A321,12.54822373,55.7345246,1962.068698
A321,13.26349901,78.33997998,2257.504783
A321,14.07305035,73.81358208,1075.711608
A321,9.136838005,47.8574566,1435.229053
A321,10.28228875,61.07390468,1209.045422
A321,14.49847094,70.28218398,2132.486063
A321,15.16876256,68.63600858,1207.152622
A321,12.34814327,58.75282746,1921.593647
A321,12.73915763,75.78399732,1100.456927
A321,15.33170597,41.85197641,1896.221038
A321,15.08261334,73.6797396,1275.676722
A321,14.69142124,70.42313844,2315.609831
A321,15.0152271,75.99736977,1991.523169
A321,11.85514549,57.53372086,1842.275742
A321,9.165994331,59.16509759,2400.9988
A321,14.64007129,57.25580937,1617.876092
A321,11.00336153,67.68445201,1746.109697
A321,11.84858126,52.73483939,2190.282302
A321,8.233933127,47.39688791,2210.558152
A321,8.95777995,62.45365468,2001.951266
A321,9.576553626,80.52268495,2045.24254
A321,13.21413412,46.67854706,1719.373637
A321,13.77555135,47.68918441,1555.613986
A321,15.60772987,65.00206522,1403.493698
A321,10.83038006,57.97895929,2592.089446
A321,8.633424459,38.03251795,1621.270874
A321,9.646156971,56.04572938,2120.480543
A321,13.41252547,45.14045696,1660.61159
A321,9.377500793,57.05961094,985.5638482
A321,12.77822684,76.99909602,2015.401033
A321,10.23744623,59.06622871,1872.16227
A321,12.28081215,68.82523661,2209.995019
A321,12.00249124,65.11273888,2056.416201
A321,13.31067819,63.12937287,1098.443513
A321,15.61136759,72.72552941,1979.722899
A321,11.47193447,74.40160809,2353.419457
A321,9.426229428,52.87767685,1376.317404
A321,12.75309249,79.56993257,1445.962122
A321,14.62593492,64.89620531,1115.037188
A321,8.77807578,67.07726335,1787.920647
A321,12.56269079,69.84721322,1823.535428
A321,9.588237382,69.58544722,1970.293169
A321,12.24659773,48.4418647,1919.210441
A321,11.56393128,55.63885038,2307.274822
A321,13.6750542,53.62066623,1745.739383
A321,11.90628318,34.34703934,881.599166
A321,13.98870794,68.86099301,2350.863944
A321,13.6475183,57.3154417,1647.371156
A321,37.29112966,52.71293521,1918.002458
A321,14.56683475,67.22458602,1613.874976
A321,14.85254091,67.77315578,2145.384857
A321,10.5132886,80.71260068,2380.794548
A321,14.84361606,65.77130163,1292.675052
A321,12.8975058,55.13370965,2094.426363
A321,10.76290702,53.76339112,1909.940956
A321,10.79880444,54.98993178,921.1142989
A321,11.03928532,79.19762074,1219.927738
A321,12.25595252,35.89985942,2189.020525
A321,12.0979092,66.85976768,1528.459337
A321,12.05733936,57.54368328,1886.852695
A321,13.2203313,60.84213027,1900.368935
A321,12.83743201,71.39201232,2164.500746
A321,15.39872694,59.22281901,1709.466017
A321,15.90054556,78.63121639,1501.954927
